Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Flint
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vehicle Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - FC box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heavy weapons box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tank ammo box
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.NSCDbox.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.SRbox.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.UGFbox.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Paving Slab of Travel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demonic Soulcube
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demon Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demon Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Demon Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Bark
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heat Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obelisk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tiger Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topiary Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bluegrass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Autumnal Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elevator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 1)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 2)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 3)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 4)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 5)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Base
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Activity Probe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Destination Analyzer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Matter Booster
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.rivalrebels.blocks.0.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.rivalrebels.blocks.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.rivalrebels.blocks.3.name
